lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype
,,huoli,care,fuolla,omsorg,omsorg_SWE,omsorg_DEU,N,ABSTRACT
,,huolimatta,huolimatta_ENG,liikká,likevel,ändå,likevel_DEU,Adv,DIV_ADV
,,huomenna,tomorrow,ihttin,i morgen,i morgon,i morgen_DEU,Adv,CHRISTMAS
,,huono,bad,heittot,dårlig,dålig,dårlig_DEU,A,BODY_A
,,huonojalkainen,huonojalkainen_ENG,juolggeheapme,dårlig til beins,dålig till bens,dårlig til beins_DEU,A,BODY_A
,,huuhtoa,huuhtoa_ENG,doidit,skylle,skylle_SWE,skylle_DEU,V,HUM_V
,,huutaa,shout once,čurvet,rope en gang,ropa,rufen,V,VERBAL_V
,,huutaa,shout,huikit,rope,ropa,rufen,V,VERBAL_V
,,huvittava,funny,hearvái,herlig,härlig,herlig_DEU,A,CHRISTMAS
,,hylje,seal,njuorju,sel,säl,Robbe,N,ANIMAL_OTHER
,,hylly,shelf,ildu,hylle,hylla,hylle_DEU,N,FURNITURE
,,hyppiä,jump,njuikut,hoppe,hoppa flera gånger,springen,V,BODY_V
,,hypätä,jump once,njuiket,hoppe en gang,hoppa en gång,einmal springen,V,BODY_V
,,hyräillä,hum,huraidit,nynne,nynna,summen,V,VERBAL_V
,,hyvin,hyvin_ENG,bures,godt,gott,godt_DEU,Adv,CHRISTMAS
,,hyvä,good,buorre,god,god,god_DEU,A,CHRISTMAS
,,hyväillä,caress,buorránaddat,kjærtegne,kjærtegne_SWE,kjærtegne_DEU,V,HUM_V
,,hyväksyä,accept,dohkkehit,godta,godkänna,annehmen,V,HUM_V
,,hyvää joulua,hyvää joulua_ENG,buorit juovllat,god jul,god jul_SWE,god jul_DEU,Mwe,EXPRESSIONS
,,hyökätä kimppuun,attack,fallehit,angripe,angripe_SWE,angripe_DEU,V,ACTION_V
,,hämmentää hieman,stir a little,firrestit,røre litt rundt,sätta i rörelse,in Bewegung setzen,V,exclude_smenob
,,härällä ajo,härällä ajo_ENG,heargevuodjin,reinkappkjøring,renkappkörning,reinkappkjøring_DEU,N,SHOW
,,hätä,hätä_ENG,heahti,nød,nöd,nød_DEU,N,FEELING
,,hätäillä,hätäillä_ENG,heahtáduddat,stresse,stresse_SWE,stresse_DEU,V,HUM_V
,,hävittää,destroy,heavahit,få til å velte,förstöra,zerstören,V,exclude_smenob
,,hääkruunu,bride crown,bruvda,brudekrone,brudkrona,brudekrone_DEU,N,CLOTHING_OTHER
,,hääkuva,wedding picture,náittosgovva,brudebilde,brudbild,brudebilde_DEU,N,FURNITURE
,,häälahja,wedding gift,headjaskeaŋka,bryllupsgave,bröllopsgåva,bryllupsgave_DEU,N,THING
,,hääpari,wedding couple,náittospárra,brudepar,brudpar,brudepar_DEU,N,OTHERS
,,ikkunanpieli,ikkunapieli_ENG,lásegárbma,vinduskarm,fönsterbräda,vinduskarm_DEU,N,ROOMPART
,,ilahduttaa,make someone glad,illudahttit,glede noen,glädja,jemanden erfreuen,V,HUM_V
,,ilahtua,rejoice,illudit,glede seg,glädja sig,sich freuen,V,CHRISTMAS
,,illalla,illalla_ENG,eahkes,om kvelden,om kvällen,om kvelden_DEU,Adv,CHRISTMAS
,,ilma,ilma_ENG,áibmu,luft,luft,luft_DEU,N,NATURE
,,iltahämärä,iltahämärä_ENG,veaigi,skumring,skymning,skumring_DEU,N,WEATHER
,,iltapäivä,afternoon,maŋŋelgaskabeaivi,ettermiddag,eftermiddag,ettermiddag_DEU,N,TIME_OTHER
,,iltapäiväkerho,iltapäiväkerho_ENG,astoáiggeklubba,fritidsklubb,fritidsklubb,fritidsklubb_DEU,N,CITY
,,iltaruoka,iltaruoka_ENG,eahketborramuš,kveldsmat,kvällsmat,kveldsmat_DEU,N,FOOD_OTHER
,,iltatuokio,iltatuokio_ENG,eahketbodda,kveldsstund,kvällsstund,kveldsstund_DEU,N,TIME_POINT_LOC
,,imuroida,vacuum,noavkkuhit,støvsuge,dammsuga,staubsaugen,V,HUM_V
,,inarinkieli,Inari Sami,anárašgiella,inarisamisk språk,inarisamisk språk_SWE,inarisamisk språk_DEU,N,LANGUAGE
,,inarinsaamelainen,Inari Sami,anáraš,inarisame,inarisame_SWE,inarisame_DEU,N,OTHERS
,,internetti,internet,interneahtta,internett,internät,internett_DEU,N,YYY
,,inttää,quarrel,nágget,krangle,krangle_SWE,krangle_DEU,V,YYY
,,irtonainen,irtonainen_ENG,luovus,løs,lös,løs_DEU,A,OBJECT_A
,,irvistellä,irvistellä_ENG,njeazzát,geipe,geipe_SWE,geipe_DEU,V,BODY_V
,,iskeä,iskeä_ENG,čuollat,hogge,hugga,hogge_DEU,V,LEISURETIME_HOME_V
,,isoisoisä,great-grandfather,máttaráddjá,oldefar,mormorsfar,Urgroßvater,N,FAMILY
,,isoisoäiti,great-grandmother,máttaráhkku,oldemor,mormorsmor,Urgroßmutter,N,FAMILY
,,istahtaa,sit down,čohkkedit,sette seg,sätta sig,sich setzen,V,BODY_V
,,istuskella,be sitting,čohkohallat,holde på å sitte,sitta i lugn och ro,ruhig sitzen,V,exclude_smenob
,,isän nuorempi veli,uncle,čeahci,fars yngre bror,fars yngre bror,Onkel,N,FAMILY
,,isän sisar,aunt,siessá,fars søster,fars syster,Tante,N,FAMILY
,,isän vanhempi veli,father's older brother,eahki,fars eldre bror,fars äldre bror,fars eldre bror_DEU,N,FAMILY
,,itätuuli,itätuuli_ENG,beavža,østavind,östanvind,østavind_DEU,N,WEATHER
,,jaksaa,be bothered to do something,gillet,gidde,idas,sich aufraffen können,V,AUX_V
,,jaksaa,feel up to,veadjit,orke,orka,vermögen,V,AUX_V
,,jalkakäytävä,jalkakäytävä_ENG,váccáhat,fortau,trottoar,fortau_DEU,N,CITY
,,jalkakäytävä,jalkakäytävä_ENG,vázzinravda,fortau,trottoar,fortau_DEU,N,CITY
,,jaos,jaos_ENG,juogus,seksjon,seksjon_SWE,seksjon_DEU,N,ORGANIZATION
,,jauhot,flour,jáffut,mel,mjöl,Mehl,N,FOOD_GROCERY_PL
,,jo,jo_ENG,juo,allerede,redan,allerede_DEU,Adv,CHRISTMAS
,,joenranta,river bank,johkagáddi,elvebredd,älvbrädd,elvebredd_DEU,N,NATURE_PLACE
,,johtaja,leader,hoavda,sjef,chef,Chef,N,PROFESSION
,,johtaja,leader,jođiheaddji,leder,ledare,Leiter,N,PROFESSION
,,johtokunta,board,stivra,styre,styrelse,styre_DEU,N,ORGANIZATION
,,joiata hieman,yoik a little,juoiggastit,joike litt,jojka lite grann,ein wenig joiken,V,LEISURETIME_HOME_V
,,joikaaja,yoiker,juoigi,joiker,jojkare,joiker_DEU,N,PROFESSION
,,joikata,yoik,juoigat,joike,jojka,joiken,V,LEISURETIME_HOME_V
,,joiku,yoik,luohti,joik,jojk,joik_DEU,N,SOUND
,,joikukonsertti,yoik concert,juoigankonsearta,joikekonsert,jojkkonsert_SWE,joikekonsert_DEU,N,SHOW
,,joka kerta,joka kerta_ENG,juohke háve,hver gang,hver gang_SWE,hver gang_DEU,Mwe,EXPRESSIONS
,,joka keväänä,joka keväänä_ENG,juohke giđa,hver vår,hver vår_SWE,hver vår_DEU,Mwe,EXPRESSIONS
,,joka päivä,joka päivä_ENG,juohke beaivvi,hver dag,hver dag_SWE,hver dag_DEU,Mwe,EXPRESSIONS
,,jokainen,jokainen_ENG,juohke okta,hver enkelt,hver enkelt_SWE,hver enkelt_DEU,Mwe,EXPRESSIONS
,,jokaisen syksyn,jokaisen syksyn_ENG,juohke čavčča,hver høst,hver høst_SWE,hver høst_DEU,Mwe,EXPRESSIONS
,,jokaisena kesänä,jokaisena kesänä_ENG,juohke geasi,hver sommer,hver sommer_SWE,hver sommer_DEU,Mwe,EXPRESSIONS
,,jokaisena talvena,jokaisena talvena_ENG,juohke dálvvi,hver vinter,hver vinter_SWE,hver vinter_DEU,Mwe,EXPRESSIONS
,,jokapäiväinen,jokapäiväinen_ENG,beaivválaš,daglig,daglig,daglig_DEU,A,ISSUE_A
,,joskus,joskus_ENG,muhtumin,av og til,då och då,av og til_DEU,Adv,CHRISTMAS
,,joulu,christmas,juovllat,jul,jul,jul_DEU,N,TIME_POINT_GEN_PL
,,jouluaatto,christmas eve,juovlaruohtta,julaften,julafton,julaften_DEU,N,CHRISTMAS
,,joulukoriste,joulukoriste_ENG,juovlačikŋa,julepynt,julpynt,julepynt_DEU,N,CHRISTMAS
,,joulukortti,Christmas card,juovlagoarta,julekort,julkort,julekort_DEU,N,CHRISTMAS
,,joulukortti,Christmas card,juovlakoarta,julekort,julkort,julekort_DEU,N,CHRISTMAS
,,joululahja,christmas present,juovlaskeaŋka,julegave,julklapp,julegave_DEU,N,CHRISTMAS
,,joulupaketti,joulupaketti_ENG,juovlabáhkka,julepakke,julklapp,julepakke_DEU,N,CHRISTMAS
,,joulupaketti,joulupaketti_ENG,juovlapáhkka,julepakke,julklapp,julepakke_DEU,N,CHRISTMAS
,,joulupäivä,Christmas day,juovlabeaivi,juledag,juledag_SWE,juledag_DEU,N,CHRISTMAS
,,juhannus,juhannus_ENG,mihcamárat,sankthans,mittsommar,sankthans_DEU,N,TIME_POINT_GEN_PL
,,juhlavaatteet,juhlavaatteet_ENG,čikŋabivttas,pynteklesplagg,finklädesplagg,pynteklesplagg_DEU,N,CLOTHING
,,juhlia,celebrate,messostallat,delta i festligheter,fästa,delta i festligheter_DEU,V,HUM_V
,,juhlia,celebrate,ávvudit,feire,feire_SWE,feire_DEU,V,CHRISTMAS
,,juksa,juksa_ENG,váđđu,handsnøre,handsnöre,handsnøre_DEU,N,TOOL
,,juksata,cheat,fillet,narre,narre_SWE,narre_DEU,V,ACTION_V
,,jumalanpalvelus,sermon,ipmilbálvalus,gudstjeneste,gudstjänst,gudstjeneste_DEU,N,ARRANGEMENT
,,jumppa,gymnastics,lášmmohallan,gymnastikk,gymnastik,gymnastikk_DEU,N,SCHOOL
,,jumppavaatteet,jumppavaatteet_ENG,hárjehallanbivttas,treningsplagg,träningstyg,treningsplagg_DEU,N,CLOTHING
,,juoksuttaa,juoksuttaa_ENG,viegahit,løpe etter noe,løpe etter noe_SWE,løpe etter noe_DEU,V,YYY
,,juolukka,juolukka_ENG,ehtemas,blokkebær,blokkebær_SWE,blokkebær_DEU,N,PLANT
,,juoma,drink,juhkamuš,drikke,dricka,Trink,N,DRINK
,,juosta,run off,ruohtastit,løpe,springa fort iväg,schnell wegrennen,V,ANIMAL_V
,,juotava,drink,jugástat,dram,dram_SWE,dram_DEU,N,DRINK
,,juova,juova_ENG,juovva,steinur,stora stenar på fjällsluttning,steinur_DEU,N,NATURE_PLACE
,,jurottaa,jurottaa_ENG,náđđát,kure,kure_SWE,kure_DEU,V,BODY_V
,,jutaava saamelainen,jutaava saamelainen_ENG,johttisápmelaš,flyttsame,flyttsame,flyttsame_DEU,N,PROFESSION
,,jutella,talk,humadit,prate,samtala,miteinander reden,V,VERBAL_V
,,jutella,talk,háleštit,snakke,tala,reden,V,VERBAL_V
,,jutella,talk,ságastallat,snakke sammen,samtala,diskutieren,V,VERBAL_V
,,juuri,juuri_ENG,jur,akkurat,just,akkurat_DEU,Adv,DIV_ADV
,,juuri,juuri_ENG,justa,akkurat,just,akkurat_DEU,Adv,CHRISTMAS
,,juuri,juuri_ENG,juste,nettopp,just,nettopp_DEU,Adv,TIME_ADV
,,juuri,juuri_ENG,olus,nesten ikke,nesten ikke_SWE,nesten ikke_DEU,Adv,YYY
,,juusto,cheese,vuostá,ost,ost,Käse,N,FOOD_GROCERY
,,juuttua,juuttua_ENG,ádjánit,bruke tid,bli försenad,bruke tid_DEU,V,HUM_V
,,jylinä,jylinä_ENG,julla,drønn,drønn_SWE,drønn_DEU,N,SOUND
,,jyrkkä,steep,ceakkus,bratt,brant,bratt_DEU,A,NATURE_A
,,jäkälä,lichen,jeagil,reinmose,renlav,reinmose_DEU,N,PLANT
,,jälkeen,jälkeen_ENG,maŋŋel,etterpå,efterpå,etterpå_DEU,Adv,CHRISTMAS
,,järkevä,wise>,jierbmái,forstandig,klok,forstandig_DEU,A,HUM_A
,,järvenranta,lake shore,jávregáddi,innsjøbredd,sjöstrand,innsjøbredd_DEU,N,NATURE_PLACE
,,jättiläinen,giant,jiehtanas,kjempe,jätte,Riese,N,MYTH_HUM
,,jättää,leave,guođđit,forlate,lämna,verlassen,V,TRAVEL_V
,,jäädyttää,freeze,galmmihit,fryse ned,frysa,frieren,V,FOOD_DRINK_V
,,jäädä kokonaan ilman jotakin,jäädä kokonaan ilman jotakin_ENG,nohkkot,bli fri for,bli fri for_SWE,bli fri for_DEU,V,ABSTRACT
,,jäädää ilman ruokaa,jäädää ilman ruokaa_ENG,niesttehuvvat,bli fri for mat,få slut på mat,bli fri for mat_DEU,V,FOOD_DRINK_V
,,jääkolo,jääkolo_ENG,rudni,ishull,upphuggen vak,ishull_DEU,N,NATURE
,,jäälautta,jäälautta_ENG,baldu,isflak,isflak,isflak_DEU,N,NATURE
,,jäärae,hail,čuorpmas,hagl,hagel,hagl_DEU,N,WEATHER
,,jääsilta,ice road,jieŋas,isbru,isbro,isbru_DEU,N,ROAD
,,jäätikkö,glacier,jiehkki,isbre,glacier,isbre_DEU,N,NATURE_PLACE
,,kaamos,kaamos_ENG,sevdnjesáigi,mørketid,mörkertid,mørketid_DEU,N,TIME_POINT_LOC
,,kaamos,kaamos_ENG,skábma,mørketid,mörkertid,mørketid_DEU,N,TIME_OTHER
,,kaataa nopeasti,kaataa nopeasti_ENG,leikestit,helle litt,helle litt_SWE,helle litt_DEU,V,FOOD_DRINK_V
,,kaataa,pour,leaikut,helle,hälla ut,ausgießen,V,FOOD_DRINK_V
,,kaataa,pour,leiket,helle,hälla,gießen,V,FOOD_DRINK_V
,,kaataa,pour,njoarrat,helle,hälla,gießen,V,FOOD_DRINK_V
,,kaataa,pour,njorrestit,skjenke,hälla lite grann,ein wenig eingießen,V,FOOD_DRINK_V
,,kaataa,pour,njorret,skjenke,hälla,gießen,V,FOOD_DRINK_V
,,kaatua kumoon,kaatua kumoon_ENG,gopmánit,veltes,veltes_SWE,veltes_DEU,V,EXPOSURE_V
,,kaatua,tip over,ravgat,falle over ende,falle over ende_SWE,falle over ende_DEU,V,YYY
,,kadota nopeasti,disappear quickly,jávkkihit,forsvinne plutselig,forsvinne plutselig_SWE,forsvinne plutselig_DEU,V,ACTION_V
,,kahdeksan henkilöä,eight persons,gávccis,åtte personer,åtta personer,acht personen,N,mCOLL
,,kahdeksas,eighth,gávccát,åttende,åttonde,achter,A,mORD
,,kahdeksastoista,eighteenth,gávccinuppelogát,attende,adertonde,achtzehnter,A,mORD
,,kahden,kahden_ENG,guovttá,to,to_SWE,to_DEU,Adv,DIV_ADV
,,kahdeskymmenes,twentieth,guoktelogát,tjuende,tjugonde,zwanzigster,A,mORD
,,kahdestoista,twelweth,guoktenuppelogát,tolvte,tolvte,zwölfter,A,mORD
,,kahlailla,wade,gálašit,vasse,vada,waten,V,NATURE_V
,,kahva,doorhandle,uksageavja,dørhåndtak,dörrhandtag,dørhåndtak_DEU,N,ROOMPART
,,kahvi,coffee beans,gáfet,ukokt kaffe,okokt kaffe,ukokt kaffe_DEU,N,exclude_smenob
,,kahvi,coffee,káfet,ukokt kaffe,okokt kaffe,ukokt kaffe_DEU,N,exclude_smenob
,,kahvila,café,kafea,kafe,kafe,kafe_DEU,N,CITY
,,kahvin tuoksu,kahvin tuoksu_ENG,gáfehádja,kaffelukt,kaffedoft,kaffelukt_DEU,N,FOOD_OTHER
,,kai,kai_ENG,vissa,kanskje,kanskje_SWE,kanskje_DEU,Adv,DIV_ADV
,,kaikenlainen,kaikenlaiset_ENG,juohkelágan,allslags,all slags,allslags_DEU,A,CHRISTMAS
,,kaikki,kaikki_ENG,buot,alt,allt,alt_DEU,Adv,CHRISTMAS
,,kaikkiaan,kaikkiaan_ENG,buohkanassii,tilsammen,tilsammen_SWE,tilsammen_DEU,Adv,DIV_ADV
,,kaikkialla,kaikkialla_ENG,juohke sajis,overalt,overalt_SWE,overalt_DEU,Mwe,EXPRESSIONS
,,kaima,namesake,gáibmi,navnebror/søster,namnebror,navnebror/søster_DEU,N,FAMILY
,,kaivaa,dig,roggat,grave fram,gräva upp,ausgraben,V,WORK_ECONOMY_V
,,kaivata,miss,váillahit,savne,sakna,fehlen,V,EXPERIENCE_V
,,kajahtaa,kajahtaa_ENG,skájihit,gi gjenlyd,gi gjenlyd_SWE,gi gjenlyd_DEU,V,SOUND
,,kakkonen,kakkonen_ENG,guvtteš,toer,tvåa,toer_DEU,N,LANGUAGEPART
,,kaksi henkilöä,two persons,guovttis,to personer,två personer,zwei personen,N,mCOLL
,,kaksi kertaa,kaksi kertaa_ENG,guktii,to ganger,två gånger,to ganger_DEU,Adv,TIME_ADV
,,kaksitoista henkilöä,twelwe persons,guoktenuppelogis,tolv personer,tolv personer,zwölf personen,N,mCOLL
,,kaksoisleuka,kaksoisleuka_ENG,duppalgáibi,dobbelthake,dobbelthake_SWE,dobbelthake_DEU,N,BODYPART
,,kaksonen,twin,jumešbealli,tvilling,tvilling,tvilling_DEU,N,FAMILY
,,kala-auto,kala-auto_ENG,guollebiila,fiskebil,fiskbil,fiskebil_DEU,N,SHOP
,,kalajärvi,fish lake,guollejávri,fiskevann,fiskvatten,fiskevann_DEU,N,NATURE_WATER
,,kalalokki,fish gull,báiski,fiskemåke,fiskmås,fiskemåke_DEU,N,BIRD
,,kalaonni,fish luck,guollelihkku,fiskelykke,fisklycka,fiskelykke_DEU,N,ACTION
,,kalapulla,kalapulla_ENG,guollegáhkku,fiskekake,fiskkaka,fiskekake_DEU,N,FOOD_GROCERY
,,kalapää,fish head,guolleoaivi,fiskehode,fiskhuvud,fiskehode_DEU,N,FOOD_DISH
,,kalastaja,fisher,guolásteaddji,fisker,fiskare,fisker_DEU,N,PROFESSION
,,kalastaja,fisherman,guollebivdi,fisker,fiskare,Fischer,N,PROFESSION
,,kalastus,fishing,guollebivdu,fiske,fiske,fiske_DEU,N,JOB
,,kalastus,fishing,mearrabivdu,fiske,fiske,fiske_DEU,N,JOB
,,kalastustyö,kalastustyö_ENG,guollebargu,fiskeriarbeid,fiskeriarbete,fiskeriarbeid_DEU,N,JOB
,,kalastusvaja,kalastusvaja_ENG,guolleskadjá,fiskesjå,fiskförvaringsbod på stolpar,fiskesjå_DEU,N,BUILDING
,,kalatehdas,fish factory,guollerusttet,fiskebruk,fiskbruk,fiskebruk_DEU,N,BUILDING
,,kalaton,fishless,guoleheapme,fiskeløs,fisklös,fiskeløs_DEU,A,OTHERS
,,kalaverkko,fishing net,sáibma,fiskegarn,fiskgarn,fiskegarn_DEU,N,TOOL
,,kalina,kalina_ENG,skálla,skrammel,skrammel_SWE,skrammel_DEU,N,SOUND
,,kalista,kalista_ENG,skállat,skramle,skramle_SWE,skramle_DEU,V,YYY
,,kallio,kallio_ENG,bákti,berg,berg,berg_DEU,N,NATURE_PLACE
,,kallistua,kallistua_ENG,állanit,helle,helle_SWE,helle_DEU,V,EXPOSURE_V
,,kallokas,kallokas_ENG,gállot,skalleskalle,lappsko,skalleskalle_DEU,N,CLOTHING_PL
,,kampa,comb,gálggan,kam,kam,kam_DEU,N,THING
,,kampa,comb,čogu,kam,kam,kam_DEU,N,THING
,,kampa,comb,čohkun,kam,kam,kam_DEU,N,THING
,,kampaaja,barber,vuoktačuohppi,frisør,frisör,frisør_DEU,N,PROFESSION
,,kannas,kannas_ENG,muotki,eid,mårka,eid_DEU,N,NATURE_PLACE
,,kansakoulu,kansakoulu_ENG,álbmotskuvla,folkeskole,folkeskole_SWE,folkeskole_DEU,N,EDUCATION
,,kansallispäivä,national day,álbmotbeaivi,folkedag,nationaldag,folkedag_DEU,N,TIME_OTHER
,,kansankorkeakoulu,kansankorkeakoulu_ENG,álbmotallaskuvla,folkehøgskole,folkhögskola,folkehøgskole_DEU,N,EDUCATION
,,kansio,kansio_ENG,gihpa,hefte,häfte,hefte_DEU,N,TEXT
,,kansio,kansio_ENG,olggoš,omslag,pärm,omslag_DEU,N,TEXT
,,kanto,kanto_ENG,jalŋŋis,trestubbe,stubbe,trestubbe_DEU,N,PLANT
,,kapustarinta,European golden plover,bižus,heilo,ljungpipare,heilo_DEU,N,BIRD
,,kari,kari_ENG,boađđu,grunne,skär,grunne_DEU,N,NATURE
,,karitsa,lamb,láppis,lam,lamm,lam_DEU,N,ANIMAL_DOM
,,karkkihylly,karkkihylly_ENG,njálggeshildu,godtehylle,godishylla,godtehylle_DEU,N,FURNITURE
,,kartta,map,kárta,kart,karta,kart_DEU,N,TEXT
,,karvakenkä,karvakenkä_ENG,goikket,skinnskalle,lappsko,skinnskalle_DEU,N,CLOTHING_PL
,,kasa,pile,látna,haug,haug_SWE,haug_DEU,N,YYY
,,kasassa,kasassa_ENG,čoahkis,samlet,samlad,samlet_DEU,Adv,CHRISTMAS
,,kasata,pile,bordit,stable,stapla,stapeln,V,ACTION_V
,,kasettisoitin,casette recorder,kaseahttačuojanas,kassettspiller,kassettspelare,kassettspiller_DEU,N,FURNITURE
,,kasi,kasi_ENG,gávcceš,åtter,åtta,åtter_DEU,N,LANGUAGEPART
,,kastaa,baptise,gásttašit,døpe,döpa,taufen,V,LEISURETIME_HOME_V
,,kaste,baptism,gásta,dåp,dop,dåp_DEU,N,ARRANGEMENT
,,kastua,get wet,njuoskat,bli våt,bli våt,nass werden,V,EXPOSURE_V
,,kataja,kataja_ENG,gaskkas,einer,en,einer_DEU,N,PLANT
,,katkea,break,doadjit,brekke,bryta,brechen,V,ACTION_V
,,katsella,glance,guovllastit,kikke som snarest,kika lite grann,kurz schauen,V,exclude_smenob
,,katsella,look,geahčadit,se lenge på,se på,betrachten,V,EXPERIENCE_V
,,katsella,look,geahčastit,se litt på,titta,gucken,V,exclude_smenob
,,kattikulta,kattikulta_ENG,riebangolli,kråkesølv,kattguld,kråkesølv_DEU,N,HANDICRAFTS
,,kattila,kettle,málesruitu,middagsgryte,middagsgryta,middagsgryte_DEU,N,CONTAINER
,,kattila,kettle,vuoššanruitu,kokekar,kokgryta,kokekar_DEU,N,CONTAINER
,,katto,roof,gáhttu,tak,tak,tak_DEU,N,ANIMAL_PET
,,katuristeys,katuristeys_ENG,gáhtaearru,gatekryss,gatukorsning,gatekryss_DEU,N,CITY
,,kauan sitten,kauan sitten_ENG,áigá,for lenge siden,för länge sen,for lenge siden_DEU,Adv,TIME_ADV
,,kauan,kauan_ENG,guhká,lenge,länge,lenge_DEU,Adv,CHRISTMAS
,,kauas,kauas_ENG,guhkás,langt,långt,langt_DEU,Adv,PLACE_ADV
,,kauhti,kauhti_ENG,liidnegákti,bomullskofte,linnekolt,bomullskofte_DEU,N,CLOTHING
,,kaukana siitä,kaukana siitä_ENG,guhkkin eret,langt ifra,langt ifra_SWE,langt ifra_DEU,Mwe,EXPRESSIONS
,,kaukana,kaukana_ENG,guhkkin,langt unna,långt undan,langt unna_DEU,Adv,CHRISTMAS
,,kaulahuivi,scarf,čeabetliidni,skjerf,halsduk,skjerf_DEU,N,CLOTHING
,,kaulaliina,kaulaliina_ENG,šearfa,skjerf,halsduk,skjerf_DEU,N,CLOTHING
,,kauniisti,kauniisti_ENG,čábbát,pent,pent_SWE,pent_DEU,Adv,CHRISTMAS
,,kaunis,beautiful,čáppat,vakker,vacker,vakker_DEU,A,CHRISTMAS
,,kaunis,beautiful,čáppis,vakker,vacker,vakker_DEU,A,CHRISTMAS
,,kaupantyöntekijä,kaupantyöntekijä_ENG,rámburbargi,butikkansatt,butiksanställd,butikkansatt_DEU,N,CITY
,,kaupitella,shop,gávppahit,handle,handla,einkaufen,V,CITY
,,kauppa,shop,rámbuvra,butikk,affär,butikk_DEU,N,SHOP
,,kauppalista,kauppalista_ENG,gávppašanlihppu,handlelapp,inköpslista,handlelapp_DEU,N,TEXT
,,kauppalista,kauppalista_ENG,gávppašanlistu,handleliste,inköpslista,handleliste_DEU,N,TEXT
,,kauppatavara,kauppatavara_ENG,gávpegálvu,handelsvare,handelsvara,handelsvare_DEU,N,THING
,,kauppias,kauppias_ENG,giehmánni,kjøpmann,köpman,Kaufmann,N,PROFESSION
,,kautta aikojen,kautta aikojen_ENG,čađa áiggiid,gjennom tidene,gjennom tidene_SWE,gjennom tidene_DEU,Mwe,EXPRESSIONS
,,kaveri,friend,skibir,venn,vän,venn_DEU,N,mPEOPLE
,,kaveri,mate,rádná,venn,venn_SWE,venn_DEU,N,FAMILY
,,kehrätä,spin,batnit,spinne,spinna,durchdrehen,V,WORK_ECONOMY_V
,,kehrätä,spin,botnit,spinne,spinna,spinnen,V,WORK_ECONOMY_V
,,kehuskella,boast,rámohallat,skryte av,skryte av_SWE,skryte av_DEU,V,VERBAL_V
,,keitetty kalanmaksa,boiled fish liver,mullju,mølje,kokt fisklever,mølje_DEU,N,YYY
,,keitinselkä,keitinselkä_ENG,goaŋku,kokepinne,kokpinne,kokepinne_DEU,N,TOOL
,,keitto,soup,málli,suppe,soppa,Suppe,N,FOOD_DISH
,,keittää,cook,vuoššat,koke noe,koka,etwas kochen,V,FOOD_DRINK_V
,,kekseliäs,inventive,hutkái,oppfinnsom,uppfinnsam,oppfinnsom_DEU,A,HUM_A
,,keksi,biscuit,keaksa,kjeks,kex,kjeks_DEU,N,FOOD_GROCERY
,,keli,keli_ENG,siivu,føre,före,føre_DEU,N,WEATHER
,,kelkka,kelkka_ENG,gielká,kjelke,kälka,kjelke_DEU,N,TOY
,,kelkkacrossi,kelkkacrossi_ENG,skohtercrossa,skutercross,scootercross,skutercross_DEU,N,SHOW
,,kellastua,kellastua_ENG,fiskkodit,gulne,gulne_SWE,gulne_DEU,V,NATURE_V
,,keltahko,keltahko_ENG,fiskeslágan,gulaktig,gulaktig,gulaktig_DEU,A,COLOUR
,,kengänkudonta,kengänkudonta_ENG,gámagoarrun,komagsying,det att sy skor,komagsying_DEU,N,HANDICRAFTS
,,keretä,finish,geargat,bli ferdig,avsluta,fertig werden,V,ACTION_V
,,kermakakku,kermakakku_ENG,lákcagáhkku,bløtkake,tårta,bløtkake_DEU,N,FOOD_DISH
,,kerralla,kerralla_ENG,hávil,om gangen,om gangen_SWE,om gangen_DEU,Adv,DIV_ADV
,,kerrostalo,kerrostalo_ENG,geardeviessu,blokk,höghus,blokk_DEU,N,CITY
,,kerrottava,kerrottava_ENG,sáhka,nyhet,nyhet,nyhet_DEU,N,TEXT
,,kerta,time,geardi,gang,gang_SWE,gang_DEU,N,ABSTRACT
,,kertoa,tell,muitalit,fortelle,berätta,erzählen,V,VERBAL_V
,,kertomus,kertomus_ENG,muitalus,fortelling,berättelse,fortelling_DEU,N,TEXT
,,kerätä,pick,čoaggit,plukke,plocka,sammeln,V,NATURE_V
,,keskipäivä,dinner,gaskabeaivvit,middag,middag,middag_DEU,N,ARRANGEMENT_PL
,,keskivertainen,average,gaskamearálaš,gjennomsnittlig,genomsnitt,gjennomsnittlig_DEU,A,ISSUE_A
,,keskiyön aurinko,midnight sun,gaskaijabeaivváš,midnattssol,midnattssol,midnattssol_DEU,N,WEATHER
,,kestävä,enduring,sávri,utholdende,uthållig,utholdende_DEU,A,HUM_A
,,kestää,endure,bistit,vare,vara,dauern,V,EXPOSURE_V
,,kestää,endure,gierdat,tåle,tåla,aushalten,V,EXPERIENCE_V
,,kesyttää,tame,dápmat,temme,tämja,zähmen,V,ANIMAL_V
,,kesäalue,kesäalue_ENG,geasseorohat,sommerboplass,sommarboplats,sommerboplass_DEU,N,PLACE_STAYING
,,kesäalue,kesäalue_ENG,geassesadji,sommerboplass,sommarboplats,sommerboplass_DEU,N,PLACE_STAYING
